"Title","Href","Author","Date","Abstract","Keywords","University Name"
"Challenges for the adoption of industry 4.0 in the sustainable manufacturing supply chain","https://uwe-repository.worktribe.com/output/11444382/challenges-for-the-adoption-of-industry-40-in-the-sustainable-manufacturing-supply-chain","Hakeem Owolabi; Luicija Juryte; Dr Lukman Akanbi","Oct 1, 2023","This book chapter explores the challenges associated with adopting Industry 4.0 technologies in the context of achieving a sustainable manufacturing supply chain. The chapter highlights both general and technology-specific hurdles that organizations encounter when implementing Industry 4.0, such as dealing with data accumulation and compatibility issues with legacy systems, data management complexities, data protection, privacy and cyber attack risks, cost considerations, and workforce upskilling and transition. The chapter emphasizes the importance of addressing these challenges to enable the effective incorporation of Industry 4.0 technologies for sustainability goals. It provides insights and recommendations for mitigating these challenges, including prioritizing sustainability considerations during technology selection and implementation, emphasizing energy efficiency and environmental impact assessments in technology design and deployment, incorporating ethical frameworks and guidelines for data usage, privacy, and fairness in AI and IoT systems, encouraging collaboration among stakeholders to develop industry standards and best practices for sustainable technology adoption, among a few others. By proactively addressing these challenges, organizations can leverage the transformative potential of Industry 4.0 while driving sustainability in their manufacturing supply chains.","Tech","University of the West of England"
"Towards social understanding of energy storage systems - A perspective","https://uwe-repository.worktribe.com/output/11143047/towards-social-understanding-of-energy-storage-systems-a-perspective","Maurizio Sibilla; Esra Kurul","Sep 28, 2023","Renewable, decentralised, and citizen-centred energy paradigms have emerged as feasible and reliable alternatives to the traditional centralised fossil-based infrastructure. In this scenario, energy storage systems (ESSs) are enabling technologies to boost the stability and flexibility of the power grid in the short-to-medium term, allowing local communities to envision energy autonomy in the medium term. Traditionally, ESSs have been installed in individual households for their own benefit. However, new storage paradigms focusing on building clusters and district scale have illustrated the need to revise the role of ESSs and to pay close attention to the social factors, while devising implementation strategies for scaling up these new energy infrastructural models. This study reviews recent research trends (2021–2023), proposing three integrated social pillars for the implementation of ESSs: (i) multi-dimensional geographical and institutional scales of ESSs; (ii) social components of spatial and temporal flexibility of ESSs; and (iii) co-creation approaches to devising ESS implementation strategies. These pillars point out the necessary social factors for the implementation of ESSs at scale, highlighting future research perspectives to operationalise such factors, with a particular focus on the importance of citizens’ perception, participation, and collaboration, which are critical for maximising the benefit of sharing and exchanging renewable energy locally. Development of flexible and agile digital platforms that facilitate the co-creation of adaptable socio-technical solutions to adopting ESSs is proposed. The need to tailor these solutions to suit the stakeholders’ capabilities is emphasized.","Tech","University of the West of England"
"Applying clinical decision aids for the assessment and management of febrile infants presenting to emergency care in the UK and Ireland: Febrile Infant Diagnostic Assessment and Outcome (FIDO) Study protocol","https://uwe-repository.worktribe.com/output/11144405/applying-clinical-decision-aids-for-the-assessment-and-management-of-febrile-infants-presenting-to-emergency-care-in-the-uk-and-ireland-febrile-infant-diagnostic-assessment-and-outcome-fido-study-protocol","Etimbuk Umana; Clare Mills; Hannah Norman-Bruce; Kathryn Wilson; Hannah Mitchell; Lisa Mcfetridge; Kerry Woolfall; Fiona A. Lynn; Gareth Mckeeman; Steven Foster; Michael Barrett; Damian Roland;  Mark Lyttle; Chris Watson; Thomas Waterfield; Clare Mills; Kathryn Wilson; Hannah Mitchell; Lisa McFetridge; Kerry Woolfall; Gareth McKeeman; Steven Foster; Damian Roland; Chris Watson; Thomas Waterfield","Sep 20, 2023","Introduction Febrile infants 90 days and younger are at risk of invasive bacterial infections (bacteraemia and meningitis) and urinary tract infections. Together this is previously termed serious bacterial infection with an incidence of approximately 10-20%. The National Institute for Health and Care Excellence guidance advocates a cautious approach with most infants requiring septic screening, parenteral broad-spectrum antibiotics and hospital admission. Internationally, variations exist in the approach to febrile infants, with European and North American guidance advocating a tailored approach based on clinical features and biomarker testing. None of the available international clinical decision aids (CDAs) has been validated in the UK and Irish cohorts. The aim of the Febrile Infant Diagnostic Assessment and Outcome (FIDO) Study is to prospectively validate a range of CDAs in a UK and Irish population including CDAs that use procalcitonin testing. Methods and analysis The FIDO Study is a prospective multicentre mixed-methods cohort study conducted in UK and Irish hospitals. All infants aged 90 days and younger presenting with fever or history of fever (≥38°C) are eligible for inclusion. Infants will receive standard emergency clinical care without delay. Clinical data and blood samples will be collected, and consent will be obtained at the earliest appropriate opportunity using research without prior consent methodology. The performance and cost-effectiveness of CDAs will be assessed. An embedded qualitative study will explore clinician and caregiver views on different approaches to care and perceptions of risk. Ethics and dissemination This study was reviewed and approved by the Office for Research Ethics Committees Northern Ireland-Health and Social Care Research Ethics Committee B, Public Benefit and Privacy Panel for Health and Social Care Scotland, and Children's Health Ireland Research and Ethics Committee Ireland. The results of this study will be presented at academic conferences and in peer-reviewed publications. Trial registration number NCT05259683.","Tech","University of the West of England"
"The manufacturing and characterisation of eugenol-enclosed liposomes produced by microfluidic method","https://uwe-repository.worktribe.com/output/11067652/the-manufacturing-and-characterisation-of-eugenol-enclosed-liposomes-produced-by-microfluidic-method","Jessica Ghodke; Sotirios I. Ekonomou; Edward Weaver; Dimitrios Lamprou;  Olena Doran; Alexandros Ch. Stratakos","Aug 3, 2023","In this study, liposomes enclosing eugenol were prepared using microfluidics. Two lipids—1,2-dimyristoyl-sn-glycero-3-phosphocholine, 18:0 (DSPC) and 2-dimyristoyl-sn-glycero-3-phosphocholine, 14:0 (DMPC)—and microfluidic chips with serpentine and Y-shaped micromixing designs were used for the liposomal formulation. Minimum bactericidal concentration (MBC) values indicated that eugenol was more effective against Gram-negative than Gram-positive bacteria. Four different flow-rate ratios (FRR 2:1, 3:1, 4:1, 5:1) were explored. All liposomes’ encapsulation efficiency (EE) was determined: 94.34% for DSPC 3:1 and 78.63% for DMPC 5:1. The highest eugenol release of 99.86% was observed at pH 4, DMPC 3:1 (Y-shaped chip). Liposomes were physically stable at 4, 20 and 37 °C for 60 days as determined by their size, polydispersity index (PDI) and zeta potential (ZP). The most stable liposomes were observed at FRR 5:1 for DSPC. EE, stability, and eugenol release studies proved that the liposomal formulations produced can be used as delivery vehicles to increase food safety.","Tech","University of the West of England"
"Acceptability of memory-aid technological devices for community-dwelling older adults with dementia to maintain quality of life","https://uwe-repository.worktribe.com/output/10393789/acceptability-of-memory-aid-technological-devices-for-community-dwelling-older-adults-with-dementia-to-maintain-quality-of-life","Tracey Muponda","None","The rising prevalence of dementia cases due to ageing population presents a global challenge. Despite different types of memory aid devices available, evidence reveal that it is not widely accepted (Thordardottir et al., 2019). The current study aimed to understand the attitudes of people living with dementia and mild cognitive impairment (MCI) living in the community and caregivers on the factors influencing memory aid technologies acceptance.  A mixed research method was employed which used online survey data from 119 caregivers of people living with dementia for the quantitative approach, and the qualitative approach involved nine people living with dementia and MCI who were provided with a digital memory prompting calendar to provide their opinions based on a type of memory-aid technological device.  Results: the multiple regression analysis revealed that the technology acceptance model significantly predicted technology acceptance; perceived usefulness: β = .264, t (113) = 3.623, p< .001; perceived ease of use: β = .422, t (113) = 6.059, p < .001; and attitudes: β = .387, t (113) = 5.763, p < .001. Also, caregivers’ sense of competence; β = -.024, t (113) = -2.471, p = .015; age; β = .331, t (114) = 2.431, p=.017; and dementia severity: β =.145, t (114) = 4.521, p < .001 significantly predicted technology acceptance. However, experience with technology, β =.036, t (114) = .330, p=.724; technology possession, β=-.068, t (114) = -.234, p = .815; and education, β=.036, t (114) =.330, p=.724, did not significantly predict technology acceptance. The Chi-Squared analysis revealed that technology access was not significantly associated with household income, Χ² (5, 119) = 4.822, p = 0.438. The thematic analysis findings from the qualitative approach identified three themes; (1) self-preservation of dignity as illustrated by; “I think a lot of people cannot or will not admit that they are losing their marbles”, (2) past the age of learning as illustrated by “I’m sure they are very useful to a younger generation”, and (3) attitudes towards memory aid technologies as illustrated by; “Who would need one of those”. These demonstrated that the relationship with technology was complex and self-protective.  While this study has shown that memory aid technologies possess the potential of playing a significant role in dementia care, there are issues around its acceptance at the cost of diminishing the users’ sense of dignity because of the dementia it signifies. Future memory aid developments are recommended to be inclusive of intended users, clinicians and academic professionals to be involved in order to develop socially acceptable devices that could make the devices more acceptable.","Tech","University of the West of England"
"Nanotechnology for high-performance textiles: A promising frontier for innovation","https://uwe-repository.worktribe.com/output/10970309/nanotechnology-for-high-performance-textiles-a-promising-frontier-for-innovation","Md Syduzzaman; Abir Hassan; Habibur Rahman Anik; Mahin Akter; Md Rashedul Islam","Sep 30, 2023","Nanotechnology embodies a groundbreaking innovation for the textile and apparel industry, facilitating enhancements to the functionality and performance of textiles, including durability, resistance to water, odor, flame, stain, UV-protection, and antimicrobial properties. Nanotechnology also enables biosensing, drug delivery, energy generation, and storage in textiles. Here, we present a comprehensive overview of the possibilities offered by nanotechnology in the context of high-performance textiles providing a roadmap for future research and development in this exciting field. We scrutinize the current research on nanotechnology in textiles, exploring various types of nanomaterials and their properties, the methods of incorporating nanomaterials into textiles, and the numerous applications of high-performance textiles across critical industries such as healthcare, military, sports, fashion, and wearable electronics. We conclude the review with an analysis of the potential health and environmental concerns arising from the use of nanotechnology in textiles, emphasizing the importance of further research in these areas.","Tech","University of the West of England"
"Buckling-restrained bracing system with ultra-high-performance fiber concrete","https://uwe-repository.worktribe.com/output/10957972/buckling-restrained-bracing-system-with-ultra-high-performance-fiber-concrete","Nima Ostovar; Farzad Hejazi","Jul 16, 2023","Recently, buckling-restrained braces (BRBs) have been widely implemented as seismic load resistance systems in buildings to enhance their response against dynamic vibration. However, during catastrophic earthquakes, the steel core in BRB devices fully yields, which causes the BRB to lose its functionality. While the incorporation of various filler materials, such as new high-performance concretes, has the potential to enhance the performance of buckling-restrained braces (BRBs), there remains a notable gap regarding comprehensive research investigating this aspect. Therefore, this study assessed the effect of implementing ultra-high-performance concrete (UHPFRC) as filler material on BRB behavior. For this purpose, the finite element model for the proposed BRB was developed and hysteresis analysis results under incremental cyclic loads were investigated. Then, the prototype of a BRB with UHPFRC concrete was cast and experimentally tested under cyclic loads by using a dynamic actuator. Based on the testing results, a new design for a BRB device named as rubber buckling-restrained brace (RBRB) was developed, implementing hyperelastic rubber components between the steel core and UHPFRC as an additional load-bearing mechanism to enhance the device vibration dissipation capacity. Subsequently, a finite element model of the newly proposed rubber buckling-restrained brace (RBRB) was developed to assess the device’s performance. The analysis results demonstrate a notable enhancement in load capacity and energy dissipation for the RBRB device compared to conventional BRBs.","Tech","University of the West of England"
"Nanotechnology improves disease resistance in plants for food security: Applications and challenges","https://uwe-repository.worktribe.com/output/10905301/nanotechnology-improves-disease-resistance-in-plants-for-food-security-applications-and-challenges","Neelma Munir; Wafa Gulzar; Zainul Abideen;  John Hancock; Ali El-Keblawy; Emanuele Radicetti","Aug 31, 2023","Green synthesis of nano-fertilizers is emerging as a potential strategy and could play a crucial role in disease mitigation, diagnosis, or suppression. Different nanoscale devices (nanoparticles, NPs), biosensors, nano-diagnostic kits, nanofabrication, nanobarcodes, microRNA detection, quantum dots, and nanopore sequencing systems can be used to diagnose plant biotic stress. New research innovations include nanoformulations (nanogels, nanosuspensions, nanoemulsions) and various types of nanoparticles that are useful as nanopesticides (e.g., nanoinsecticids, nanobactericides, nanofungicides and nanonematicides) to enhance plant productivity. These nanomaterials may be involved in different mechanisms of pathogen interactions with plants e.g., ROS production, expression of stress-resistant genes, pathogen cell lysis, and DNA mutation. The optimum use of nano-fertilizers and nanopesticides is a remedy for agriculture and the food industry. The present study endeavors to unveil the mechanisms behind developing resistance against new biotic stresses in fruits and vegetables, and therefore to develop exciting new techniques to resist biotic stress.","Tech","University of the West of England"
"Multi-vulnerability analysis for seismic risk management in historic city centres: an application to the historic city centre of La Serena, Chile","https://uwe-repository.worktribe.com/output/10901030/multi-vulnerability-analysis-for-seismic-risk-management-in-historic-city-centres-an-application-to-the-historic-city-centre-of-la-serena-chile","Pilar Baquedano-Juliá; Tiago Miguel Ferreira; Camilo Arriagada-Luco; Cristián Sandoval; Nuria Chiara Palazzi; Daniel V. Oliveira","None","A comprehensive understanding of the elements at risk, through the identification of the main hazards, level of exposure and different dimensions of the vulnerability of the communities, is an essential step toward the definition and adoption of more effective risk reduction strategies. Historic urban centres have received special attention in the assessment of damage and physical vulnerability to earthquakes, but it is well known that vulnerability also depends on the social and demographic characteristics of communities. This paper discusses the application of a holistic approach aimed at assessing the seismic vulnerability of historic urban centres by considering their physical and social dimensions. Two index-based methodologies are presented, and the data are analyzed using the CENSUS block as the unit of study, which is scarcely present in the literature. The results of both indices are crossed through a matrix, which allows the classification of the blocks in five levels of priority and are mapped using a Geographic Information System tool. The Historic city centre of La Serena, one of the oldest in Chile, was selected as a case study. This historic city centre still preserves historic buildings of raw earth of diverse architectural typologies widely distributed throughout the country, which makes it relevant, not only by itself but as a model that can be replicated and extrapolated to other historic centres of similar constructive characteristics.","Tech","University of the West of England"
"A fabric-based soft hand exoskeleton for assistance: the ExHand Exoskeleton","https://uwe-repository.worktribe.com/output/10900370/a-fabric-based-soft-hand-exoskeleton-for-assistance-the-exhand-exoskeleton","Juan C. Maldonado-Mejía; Marcela Múnera; Camilo A. R. Diaz; Helge Wurdemann; Mehran Moazen; Maria José Pontes; Marcelo Eduardo Vieira Segatto; Maxwell E. Monteiro; Carlos A. Cifuentes","Jun 15, 2023","Introduction: The rise of soft robotics has driven the development of devices for assistance in activities of daily living (ADL). Likewise, different types of actuation have been developed for safer human interaction. Recently, textile-based pneumatic actuation has been introduced in hand exoskeletons for features such as biocompatibility, flexibility, and durability. These devices have demonstrated their potential use in assisting ADLs, such as the degrees of freedom assisted, the force exerted, or the inclusion of sensors. However, performing ADLs requires the use of different objects, so exoskeletons must provide the ability to grasp and maintain stable contact with a variety of objects to lead to the successful development of ADLs. Although textile-based exoskeletons have demonstrated significant advancements, the ability of these devices to maintain stable contact with a variety of objects commonly used in ADLs has yet to be fully evaluated. Materials and methods: This paper presents the development and experimental validation in healthy users of a fabric-based soft hand exoskeleton through a grasping performance test using The Anthropomorphic Hand Assessment Protocol (AHAP), which assesses eight types of grasping with 24 objects of different shapes, sizes, textures, weights, and rigidities, and two standardized tests used in the rehabilitation processes of post- stroke patients. Results and discussion: A total of 10 healthy users (45.50 ± 14.93 years old) participated in this study. The results indicate that the device can assist in developing ADLs by evaluating the eight types of grasps of the AHAP. A score of 95.76 ± 2.90% out of 100% was obtained for the Maintaining Score, indicating that the ExHand Exoskeleton can maintain stable contact with various daily living objects. In addition, the results of the user satisfaction questionnaire indicated a positive mean score of 4.27 ± 0.34 on a Likert scale ranging from 1 to 5.","Tech","University of the West of England"
"Creating programmatic healthcare education teams by involving our technicians","https://uwe-repository.worktribe.com/output/10861272/creating-programmatic-healthcare-education-teams-by-involving-our-technicians","Marc Griffiths","None","Over the last six years @ UWE Bristol there has been a greater focus on the roles that our Technicians play across the University. • Becoming a member of the Technician Commitment was a key driver / enabler as a founding member. • Connecting with other Universities to understand where the national drivers / enablers existed. • Becoming a member of the National Technician Development Centre was key from a CDP / Life Long Learning perspective. • Creating a Technician Commitment Steering Committee. • Creating a Future Technician Group. • Ensuring their was a Technician voice at Academic Board.","Tech","University of the West of England"
"How technostress may affect employee performance in educational work environments","https://uwe-repository.worktribe.com/output/10838592/how-technostress-may-affect-employee-performance-in-educational-work-environments","Michael Bourlakis; Tahir M. Nisar; Dr. Guru Prabhakar","Aug 1, 2023","Despite there being a proliferation of research into the relationship between educators and work-related stress, there appears to be a lack of research on how institutions respond to this problem. The development of information and communications technology (ICT) has contributed to extra stress (technostress) in the education sector as the need to use technology increases and technostress develops. Therefore, this research aims to explore the concept, role and effects of technostress in educational work environments. The education sector is one of the top three industries where occupational stress is most present in the UK. With potential consequences such as increased turnover and absenteeism, it can create extremely costly implications for institutions. It is important that educational organisations ensure that levels of technostress are minimised as much as possible in order to prevent these outcomes from occurring. An exploratory qualitative research methodology was used involving forty-five interviews with educators. Findings showed different perspectives and approaches to technostress and revealed role ambiguity, technology in the workplace, work-life balance and organisational perspectives and support including understanding turnover intentions as the main focus areas in relation to the current study of technostress in education.","Tech","University of the West of England"
