"Title","Href","Author","Date","Abstract","Keywords","University Name"
"A hybrid explainable AI framework applied to global and local facial expression recognition","https://research-portal.uws.ac.uk/en/publications/a-hybrid-explainable-ai-framework-applied-to-global-and-local-fac","Deramgozin, M.; Jovanovic, S.; Rabah, H.; Ramzan, N.","27 Dec 2021","Facial Expression Recognition (FER) systems have many applications such as human behavior understanding, human machine interface, video games and health monitoring. The main advantage of the traditional white box methods is their explainability. However, the accuracy of recognition of these methods is completely reliant on the extracted features. On the other hand, the use of deep neural networks has advantage regarding the overall precision compared to traditional methods. Indeed, they are considered as black box methods and thus suffer from lack of reliability and explainability. In this work, we introduce a hybrid AI explainable framework (HEF) composed of a main functional pipeline comprising a Convolutional Neural Network (CNN) to classify input images and an explainable pipeline using Facial Action Units and application agnostic models LIME providing more useful data allowing to explain the obtained results and reinforce the decision provided by the main functional pipeline. The proposed HEF has been validated on the CK+ dataset and shows very promising results in terms of explainability of the obtained results.","AI","University of West Scotland"
"AI and digital innovation in the cultural sectors: technology, sustainability, and new creative jobs. Are we ready?","https://research-portal.uws.ac.uk/en/publications/ai-and-digital-innovation-in-the-cultural-sectors-technology-sust","Webb, A.","10 Sept 2022","With the increasing digitalisation of economies and societies, even sectors which were so far resistant to embedding technological applications are now considering their use to further grow or sustain their operations. The COVID-19 pandemic has shown the importance of digital infrastructure, systems, soft-ware, and platforms for the survival of businesses and independent workers un-der the threat of this unprecedented health crisis. The cultural sectors were one of the hardest-hit due to their reliance on face-to-face interactions and limited embeddedness of digital tools and remote modes of working (Webb 2021). In response to a need for ensuring greater sustainability and resilience within cul-tural production and work systems, digitalisation is currently being discussed as the key strategy for the cultural sectors’ recovery. However, as the sectors con-tinue to reflect on the devastating long-term impact of the COVID-19 pandemic, it seems that digital and technological innovations far exceed the limited options utilised by arts and cultural organisations before and during the pandemic. ","AI","University of West Scotland"
"The influence of engineering theory and practice on philosophy of AI","https://research-portal.uws.ac.uk/en/publications/the-influence-of-engineering-theory-and-practice-on-philosophy-of","Schiaffonati, V.; Verdicchio, M.","2013","Ever since the early days of Artificial Intelligence (AI), the complexity of its relationship with philosophy has been under observation. Some devoted their efforts to a systematic foundation of philosophy of AI, taking for granted its placement within philosophy of science. Such endeavors were based on the view of AI as a scientific discipline, primarily aimed at answering questions about the nature of intelligence. Thus, it was natural to consider philosophy of AI, like philosophy of physics and of biology, as part of philosophy of science. We believe, however, that this position must be reconsidered today in the light of the issues recently tackled by AI and of the emergence of new fields of analysis: philosophy of technology and philosophy and engineering. In this paper we analyze how the view of AI as engineering influences philosophy of AI. Moreover, we argue that philosophy of AI, under this influence, can contribute to the foundation of the emerging philosophy of engineering.","AI","University of West Scotland"
"Early results from Luhmann's social systems theory observation upon the impact of AI in society: a systematic review","https://research-portal.uws.ac.uk/en/publications/early-results-from-luhmanns-social-systems-theory-observation-upo","Simões, G.; Johnston, J. B.; Radosavljevic, M.","30 Aug 2022","None","AI","University of West Scotland"
"Camera activism in contemporary People's Republic of China: provocative documentation, first person confrontation, and collective force in Ai Weiwei's Lao ","https://research-portal.uws.ac.uk/en/publications/camera-activism-in-contemporary-peoples-republic-of-china-provoca","Yu, T.","2015",") is one of the most influential activist documentaries that emerged during the aftermath of Sichuan earthquake in 2009. The film relates to Ai's ‘Public Citizen Investigation Project’, which gathers many volunteers to explore the substandard ‘tofu construction’ of school buildings that took thousands of children's lives when they collapsed in the earthquake. In August 2009, Ai's group went to Chengdu court to support another independent investigator, writer, and environmentalist Tan Zuoren who was prosecuted for subversion of state power. The night before the trial, Ai was beaten by secret security agents and the group was stopped from going to the court. The film subsequently records the group searching for an official explanation from the authorities. Whilst acknowledging the power of the film in constructing a collective political subjectivity, and the discursive effect through screenings and discussions raised, this paper focuses on the very action of proactive, activist documentation of one's witness to engage with fellow participants as well as viewer followers through digital camera. Under the theoretical framework of participatory culture, I propose the term camera activism to understand the camera-enabled individual participation into activism as a form of socio-political intervention. The paper also analyses some of Ai's problematic actions as a charismatic celebrity, which sometimes overshadow and obscure the complexity of resistance by Chinese individuals within China, thereby neglecting full recognition of the complex collective forces which support Ai. Nevertheless, ‘camera activism’ demonstrated in the making of Lao Ma Ti Hua reflects, and has the potential to reshape, the political landscape in twenty-first century China. The cinematic highlight of ‘I’, confronting and eye-witnessing what happens through the utilization of digital technologies positions ‘camera activism’ as an important part of China's iGeneration cinema culture.","AI","University of West Scotland"
"Enabling generative AI to produce SQL statements: a framework for the auto-generation of knowledge based on EBNF context-free grammars","https://research-portal.uws.ac.uk/en/publications/enabling-generative-ai-to-produce-sql-statements-a-framework-for-","Troy, C.; Sturley, S.; Alcaraz-Calero, J. M.; Wang, Q.","1 Nov 2023","The motivation of this paper is to be able to generate high-quality (Structured Query Language) SQL language sentences in terms of syntax and semantics so that they are intended to achieve a concrete predefined and well-known aim. For example, generating SQL sentences that are capable of detecting a cyber-attack from a set of metrics available in a database table. Two solutions are needed to achieve so, a tool that enables and performs the syntactically valid generation of SQL sentences and an (Artificial intelligence) AI algorithm able to guide the semantics of such generations to the achievement of the best sentences for the intended purpose. The main contribution of this manuscript is the first of these solutions. To be concrete, this paper proposes a tool to enable and generate syntactic-valid language sentences. The tool can deal with any language defined as an ANTLR4 EBNF (Extended Backus-Naur Form) grammar. The paper also provides a methodology to help achieve an EBNF grammar suitable for addressing concerns related to ambiguity and recursion as a direct result of the generation process. The paper further implements a prototype utilizing ANTLR4’s recognizer and its Augmented Transition Network for language generation using EBNF grammars. In-depth design and logic implementation are provided, showcasing areas of interest for AI integration. The achieved prototype showed an ability to easily generate syntactically valid SQL statements at various depths, with observable problems becoming more apparent during the exponential recursive growth. Our mitigation controls for such scenarios proved to be successful and were able to complete the recursion whilst also moving the push-down automata forward until query completion. Experimental validation was performed against a SQL EBNF grammar feeding the generated SQL statement into an SQL parser to validate the syntax.","AI","University of West Scotland"
"Behaviour and aquatic invasions in the 21st century: progress, trends and future research","https://research-portal.uws.ac.uk/en/publications/behaviour-and-aquatic-invasions-in-the-21st-century-progress-tren","Magellan, K.; Alexander, M.; Deacon, A.; Wong, M.","7 Sept 2019","None","AI","University of West Scotland"
"Policy making and artificial intelligence in Scotland","https://research-portal.uws.ac.uk/en/publications/policy-making-and-artificial-intelligence-in-scotland","Pautz, H.","18 Dec 2023","The article presents an exploratory qualitative single case study about whether and how artificial intelligence (AI) is used by the Scottish Government, about the key concerns relating to its usage, and about obstacles to, and drivers of AI usage. Besides the academic literature and published reports, the analysis rests on 12 semi-structured interviews. Interviewees include Scottish Government employees, experts from academia and representatives of commercial and non-commercial AI and Big Data organisations. The article finds that the Scottish Government has, so far, made little use of AI. Currently, AI is used in very limited ways in process automation and for gaining ‘cognitive insights’ with the human in control. There are no ‘strategic’ AI applications where advanced reasoning and ‘decision-making by algorithm’ play a role. Data-driven e-policy making is not currently on the cards. The reasons are the Scottish Government’s wariness of AI, a lack of ‘digital maturity’ (concerning Big Data and digital infrastructure, but also expertise) in the public sector, and ethical concerns around the use of AI. Governments need to conduct a debate about the extent of AI usage to avoid ‘AI creep’ in their institutions and to assure that AI does not have negative consequences for democracy.","AI","University of West Scotland"
"On the use of pride, hope and fear in China’s international artificial intelligence narratives on CGTN","https://research-portal.uws.ac.uk/en/publications/on-the-use-of-pride-hope-and-fear-in-chinas-international-artific","van Noort, C.","16 Feb 2022","China communicates strategic narratives about artificial intelligence (AI) in digital media productions to create a shared meaning about its actions and its image in the global race to develop AI. Building upon the literature in emotions and strategic narratives, this study seeks to clarify which emotions are discursively used in China’s international AI narratives, and their function and significance. Specifically, the study investigates emotion discourses in AI-focused videos disseminated on China’s international broadcasting (CGTN YouTube channel). The analysis reveals that pride, hope and fear discourses have multiple functions in China’s international AI narratives on CGTN. Hope is used to represent China as a key competitor in the global AI race, who is catching up to the US. China uses pride to showcase its advances in AI applications, to highlight its transformation of traditional industries, and to identity itself as equal to the US. Fear is used to frame US’s perception of China’s AI developments, to suggest their crisis of confidence, but also to refute the “China threat”. Additionally, the fear discourse is used to deliberate anticipated risks, particularly on job loss and data privacy. These emotion discourses forge China’s identity as a future global AI power. The paper then discusses how these findings contribute to key debates about Chinese discourse and media strategy.","AI","University of West Scotland"
"Learning selves in Chinese and Scottish contexts: how digital game playing shapes university students’ learner identity","https://research-portal.uws.ac.uk/en/publications/learning-selves-in-chinese-and-scottish-contexts-how-digital-game","Ai, J.; Cross, B.; Bignell, C.","6 Sept 2021","None","AI","University of West Scotland"
"Performance of a second-order planar gradiometer in the Earth's field","https://research-portal.uws.ac.uk/en/publications/performance-of-a-second-order-planar-gradiometer-in-the-earths-fi","Lang, G.; Hutson, D.; Weston, R.; Bain, RJP.; Maas, P.; Pegrum, CM.; Shahani, U.; Weir, AI.; Donaldson, GB.","28 Dec 1995","None","AI","University of West Scotland"
"Artificial intelligence ethics: a key factor in the development of mature information societies","https://research-portal.uws.ac.uk/en/publications/artificial-intelligence-ethics-a-key-factor-in-the-development-of","Simões, G. B.","1 Sept 2020","The paper presents the research purpose regarding the impact of artificial intelligence ethics in the development of mature information societies, and its emerging issues and regulation. This preliminary study examines through a literature review the main concepts of artificial intelligence, AI ethics, information society and the current stage of AI development, ethics issues and regulation. A primary qualitative research is suggested, with focus groups and interviews. The focus groups address the general public to understand the people’s AI concerns, while the interviews focus to gain a deeper meaning of AI ethics from experts.   The paper concludes with five research questions.  ","AI","University of West Scotland"
"NetLabeller: architecture with data extraction and labelling framework for beyond 5G networks","https://research-portal.uws.ac.uk/en/publications/netlabeller-architecture-with-data-extraction-and-labelling-frame","Andrade Hoz, J.; Alcaraz-Calero, J. M.; Wang, Q.","29 Feb 2024","The next generation of network capabilities coupled with artificial intelligence (AI) can provide innovative solutions for network control and self-optimisation. Network control demands a detailed knowledge of the network components to enforce the correct control rules. To this end, an immense number of metrics related to devices, flows, network rules, etc. can be used to describe the state of the network and to gain insights about which rule to enforce depending on the context. However, selection of the most relevant metrics often proves challenging and there is no readily available tool that can facilitate the dataset extraction and labelling for AI model training. This research work therefore first develops an analysis of the most relevant metrics in terms of network control to create a training dataset for future AI development purposes. It then presents a new architecture to allow the extraction of these metrics from a 5G network with a novel dataset visualisation and labelling tool to help perform the exploratory analysis and the labelling process of the resultant dataset. It is expected that the proposed architecture and its associated tools would significantly speed up the training process, which is crucial for the data-driven approach in developing AI-based network control capabilities.","AI","University of West Scotland"
"Artificial intelligence applied to software testing: a tertiary study","https://research-portal.uws.ac.uk/en/publications/artificial-intelligence-applied-to-software-testing-a-tertiary-st","Amalfitano, D.; Faralli, S.; Rossa-Hauck, J. C. R.; Matalonga, S.; Distante, D.","6 Oct 2023","Context: Artificial intelligence (AI) methods and models have extensively been applied to support different phases of the software development lifecycle, including software testing (ST). Several secondary studies investigated the interplay between AI and ST but restricted the scope of the research to specific domains or sub-domains within either area.Objective: This research aims to explore the overall contribution of AI to ST, while identifying the most popular applications and potential paths for future research directions.Method: We executed a tertiary study following well-established guidelines for conducting systematic literature mappings in software engineering and for answering nine research questions.Results: We identified and analyzed 20 relevant secondary studies. The analysis was performed by drawing from well-recognized AI and ST taxonomies and mapping the selected studies according to them. The resulting mapping and discussions provide extensive and detailed information on the interplay between AI and ST.Conclusion: The application of AI to support ST is a well-consolidated and growing interest research topic. The mapping resulting from our study can be used by researchers to identify opportunities for future research, and by practitioners looking for evidence-based information on which AI-supported technology to possibly adopt in their testing processes.","AI","University of West Scotland"
"Examining the use of accessible information in the healthcare of adults with learning disabilities: a mixed method approach","https://research-portal.uws.ac.uk/en/publications/examining-the-use-of-accessible-information-in-the-healthcare-of-","Terras, M.; Jarrett, D.; McGregor, S.","2017","The provision of appropriate information is a key component of quality health care. This research project explored the role of accessible information (AI) in supporting the health and wellbeing of people with a learning disability. The project used mixed methods and random sampling. 102 NHS clinicians completed an online questionnaire examining the nature, range, and their involvement in production of AI, and was quantitatively analysed. 35 clinicians participated in focus group discussions; and 10 people with learning disabilities, and 10 carers were interviewed. Focus groups and semi-structured interviews tapped information seeking behaviour and the use of AI to support inclusion and healthcare decision making and were thematically analysed, informed by a Framework approach. The results from the questionnaire demonstrated variable use and understanding of AI, as well as correlations between knowledge of AI and views regarding its relevance. Qualitative data from the focus groups and interviews highlighted the crucial role of effective verbal engagement when using AI and the deficits in current NHS information provision. Our results highlight the potential of AI to support empowering partnerships with service users and thereby help address persistent health inequalities. The project illustrated the benefits of combining multiple perspectives, in terms of design, methodology, and analysis; and the need to make the research process as accessible as possible to promote the inclusion of all relevant stakeholders. ","AI","University of West Scotland"
"Examining the use of accessible information in the healthcare of adults with learning disabilities: a mixed method approach","https://research-portal.uws.ac.uk/en/publications/examining-the-use-of-accessible-information-in-the-healthcare-of-","Terras, M.; Jarrett, D.; McGregor, S.","2017","The provision of appropriate information is a key component of quality health care. This research project explored the role of accessible information (AI) in supporting the health and wellbeing of people with a learning disability. The project used mixed methods and random sampling. 102 NHS clinicians completed an online questionnaire examining the nature, range, and their involvement in production of AI, and was quantitatively analysed. 35 clinicians participated in focus group discussions; and 10 people with learning disabilities, and 10 carers were interviewed. Focus groups and semi-structured interviews tapped information seeking behaviour and the use of AI to support inclusion and healthcare decision making and were thematically analysed, informed by a Framework approach. The results from the questionnaire demonstrated variable use and understanding of AI, as well as correlations between knowledge of AI and views regarding its relevance. Qualitative data from the focus groups and interviews highlighted the crucial role of effective verbal engagement when using AI and the deficits in current NHS information provision. Our results highlight the potential of AI to support empowering partnerships with service users and thereby help address persistent health inequalities. The project illustrated the benefits of combining multiple perspectives, in terms of design, methodology, and analysis; and the need to make the research process as accessible as possible to promote the inclusion of all relevant stakeholders. ","AI","University of West Scotland"
"Artificial Intelligence and Software Testing: Building Systems You Can Trust","https://research-portal.uws.ac.uk/en/publications/artificial-intelligence-and-software-testing-building-systems-you","Black, R.; Davenport, J.; Olszewska, J.; Rößler, J.; Smith, A. L.; Wright, J.; Smith, A. L. (ed.)","10 Mar 2022","AI presents a new paradigm in software development, representing the biggest change to how we think about quality and testing in decades. Many of the well known issues around AI, such as bias, manifest themselves as quality management problems. This book, aimed at testing and quality management practitioners who want to understand more, covers trustworthiness of AI and the complexities of testing machine learning systems, before pivoting to how AI can be used itself in software test automation. ","AI","University of West Scotland"
"Homestretch: a Scottish Graduate School of Social Sciences co-produced approach to supporting PhD students through COVID-19 lockdown","https://research-portal.uws.ac.uk/en/publications/homestretch-a-scottish-graduate-school-of-social-sciences-co-prod","Cross, B.; Castellano Verdecia, P.; Gill, D.; Baines, G.; Ai, J.","31 Dec 2021","I remember meeting my yoga teacher on the street after the first hard lockdown. Being out on the street, meeting someone I knew came as a subtle shock, particularly as I was just coming out of a month long battle with a bout of Covid myself. We talked about how strange the time had been, about missing the shared space of the yoga studio and the small social acts the surround a class. I’ve thought again and again about one of the things she said, that when we come through Covid we will be a long time realising what it’s effects are and recovering what we can from the many kinds of loss.We are still in that process both of distancing and trying to reconnect. What follows is the account of the development of a series of support sessions held every Wednesday through the second hard lock down through winter. We called the series Homestretch, hoping that it would indeed get isolated students through the homestretch of this difficult time, as well as invite them to both stretch and be at home in shared space for a few minutes on a Wednesday over lunch time. The voice is primarily Beth’s but the knowledge was gained alongside Patricia, Jingyang, Diane and Geoffrey. What follows traces the back story to the project, it’s development as Covid gained its grip on the country and a sketch of what we’ve experienced and learned as we’ve “built the plane whilst flying it”—something in so many ways all of us have had to do this past year.","AI","University of West Scotland"
"What makes information accessible within healthcare settings: insights from a learning disability context","https://research-portal.uws.ac.uk/en/publications/what-makes-information-accessible-within-healthcare-settings-insi-2","Terras, M.; McGregor, S.; Jarrett, D.","6 May 2015","Objectives: Low health literacy contributes to health inequalities within society. This study explored the role of accessible information (AI) in promoting health literacy among people with a learning disability as a starting point to consider the issue in relation to other client groups. Specifically, what are current practices in relation to the production and use of health related AI by clinicians, carers, and people with learning disabilities?Design: Exploratory study using mixed methods and random sampling. 102 clinicians completed a questionnaire; 35 clinicians participated in focus group discussions; and 10 people with learning disabilities, and 10 carers were interviewed regarding their experiences of using accessible health related information.Methods: An online questionnaire examined the nature, range, important aspects and involvement in production of AI and was quantitatively analysed. Focus groups and semi-structured interviews tapped information seeking behaviour and the use of AI to support inclusion and healthcare decision making and were thematically analysed, informed by a framework approach.Results: Questionnaire data demonstrated variable use and understanding of AI, as well as correlations between knowledge of AI and views regarding its relevance.Qualitative data highlighted the crucial role of communication partners when using AI and the deficits in current NHS information provision.Conclusions: AI is traditionally regarded as a niche resource, particularly relevant within learning disability services. Our results highlight its potential to support empowering partnerships with service users and thereby help address persistent health inequalities. AI should therefore be considered as the default form of information provision.","AI","University of West Scotland"
"Symbolic Reasoning for Hearthstone","https://research-portal.uws.ac.uk/en/publications/symbolic-reasoning-for-hearthstone","Stiegler, A.; Dahal, K.; Maucher, J.; Livingstone, D.","19 May 2017","Trading-Card-Games are an interesting problem domain for Game AI, as they feature some challenges, such as highly variable game mechanics, that are not encountered in this intensity in many other genres. We present an expert system forming a player-level AI for the digital Trading-Card-Game Hearthstone. The bot uses a symbolic approach with a semantic structure, acting as an ontology, to represent both static descriptions of the game mechanics and dynamic game-state memories. Methods are introduced to reduce the amount of expert knowledge, such as popular moves or strategies, represented in the ontology, as the bot should derive such decisions in a symbolic way from its knowledge base. We narrow down the problem domain, selecting the relevant aspects for a play-to-win bot approach and comparing an ontology-driven approach to other approaches such as machine learning and case-based reasoning. Upon this basis, we describe how the semantic structure is linked with the game-state and how different aspects, such as memories, are encoded. An example will illustrate how the bot, at runtime, uses rules and queries on the semantic structure combined with a simple utility system to do reasoning and strategic planning. Finally, an evaluation is presented that was conducted by fielding the bot against the stock “Expert” AI that Hearthstone is shipped with, as well as Human opponents of various skill levels in order to assess how well the bot plays. Evaluating how believable the bot reasons is assessed through a Pseudo-Turing test.","AI","University of West Scotland"
"IEEE P7001: a proposed standard on transparency","https://research-portal.uws.ac.uk/en/publications/ieee-p7001-a-proposed-standard-on-transparency","Winfield, A. F. T.; Booth, S.; Dennis, L. A.; Egawa, T.; Hastie, H.; Jacobs, N.; Muttram, R. I.; Olszewska, J. I.; Rajabiyazdi, F.; Theodorou, A.; Underwood, M. A.; Wortham, R. H.; Watson, E.","26 Jul 2021","This paper describes IEEE P7001, a new draft standard on transparency of autonomous systems. In the paper, we outline the development and structure of the draft standard. We present the rationale for transparency as a measurable, testable property. We outline five stakeholder groups: users, the general public and bystanders, safety certification agencies, incident/accident investigators and lawyers/expert witnesses, and explain the thinking behind the normative definitions of ""levels"" of transparency for each stakeholder group in P7001. The paper illustrates the application of P7001 through worked examples of both specification and assessment of fictional autonomous systems.","AI","University of West Scotland"
"Evaluation of level 2 automated driving artificial intelligence readiness in simulated scenarios","https://research-portal.uws.ac.uk/en/publications/evaluation-of-level-2-automated-driving-artificial-intelligence-r","Tena Gago, D.; Wang, Q.; Alcaraz Calero, J. M.","8 Dec 2022","Recent advances in state-of-the-art camera-based AI mechanisms in the automated driving field have leveraged great progress in the installation and widespread use of this technology along the recent years. However, vehicles with automated driving capabilities are usually equipped with a wide range of sensors that complement the perception capacity of camera-based AI algorithms. For this reason, this paper tries to reveal the degree of readiness of one of the most used open-source AI models for Level 2 automated driving. To this end, a set of simulated common driving scenarios were used to evaluate the predictions. The results obtained clearly indicate that the current capacity of this camera-based DNN model is not sufficient to be the only source of information in the process of environment perception of a Level 2 automated vehicle, and therefore, further progress in the context awareness needs to be achieved to consider its sole use in the perception stage.","AI","University of West Scotland"
