"Title","Href","Author","Date","Abstract","Keywords","University Name"
"Articulating desirable futures: Narratives and emotions in the “Tech for Good” field","https://research.birmingham.ac.uk/en/publications/articulating-desirable-futures-narratives-and-emotions-in-the-tec","Dong, L.; Kodeih, F.; Shildt, H.","2022","None","Tech","University of Birmingham"
"Assessing sustainability performance of high-tech firms through a hybrid approach","https://research.birmingham.ac.uk/en/publications/assessing-sustainability-performance-of-high-tech-firms-through-a","Cui, L.; Zhai, M.; Dai, J.; Liu, Y.; Zhang, P.","9 Sept 2019","PurposeIn light of the lack of subjective criteria and scientific rationality in current sustainability performance assessment, the purpose of this paper is conducted to improve the sustainability performance assessment of high-tech firms by developing a hybrid approach that integrates quantitative and qualitative research methods.Design/methodology/approachThis study proposed a hybrid approach that integrates word frequency analysis, cluster analysis, grey theory and the decision-making and trial evaluation laboratory (DEMATEL) method. Specifically, this study identifies useful criteria using quantitative word frequency analysis as well as qualitative literature research. Then, cluster analysis is used to divide these criteria into different categories. Subsequently, this study applies the grey theory associated with the DEMATEL method to assess the sustainability performance of high-tech firms.FindingsThe results reveal that the socio-environment is an important aspect underlying the corporate sustainability performance of high-tech firms. Therefore, high-tech firms should enhance their pollution emission control capabilities and increase investment in energy-conservation and emission-reduction technologies to drive sustainable development. In addition, increasing green product sales revenue and improving the guiding capability of green consumption are core issues that firms must address.Originality/valueThis study assesses the sustainability performance of high-tech firms by applying a hybrid method. This method can be used to construct a framework for scientific sustainability performance assessment and to provide a clear direction for the sustainable development of firms.","Tech","University of Birmingham"
"The productivity impact of R&D investment: are high-tech sectors still ahead?","https://research.birmingham.ac.uk/en/publications/the-productivity-impact-of-rampd-investment-are-high-tech-sectors","Ortega Argiles, R.; Piva, M.; Vivarelli, M.","2015","Our aim is to investigate the relationship between a firm's R&D expenditures and its productivity, looking at sectoral peculiarities. We use a unique longitudinal database consisting of 1809 US and European manufacturing and service firms over the period 1990-2008. Our main findings can be summarised as follows. Consistently with previous literature, the knowledge stock has a significant positive impact on a firm's productivity. More interestingly, the coefficient turns out to be significantly larger in the R&D-user services and high-tech manufacturing sectors than in the non-high-tech manufacturing sectors. Contrary to the 'latecomer advantage' approach, these outcomes suggest that firms in high-tech sectors are still ahead in terms of impact on productivity of R&D investments.","Tech","University of Birmingham"
"Internationalizing by learning: The case of Chinese high-tech new ventures","https://research.birmingham.ac.uk/en/publications/internationalizing-by-learning-the-case-of-chinese-high-tech-new-","Zou, H.; Ghauri, P. N.","2010","None","Tech","University of Birmingham"
"The management of diversity and inclusion in an emerging tech environment","https://research.birmingham.ac.uk/en/publications/the-management-of-diversity-and-inclusion-in-an-emerging-tech-env","Donnelly, R.","1 Jan 2014","None","Tech","University of Birmingham"
"Learning, firm age and performance: An investigation of returnee entrepreneurs in Chinese high-tech industries","https://research.birmingham.ac.uk/en/publications/learning-firm-age-and-performance-an-investigation-of-returnee-en","Liu, X.; Wright, M.; Filatotchev, I.","1 Aug 2015","Using unique survey data, this study investigates the impact of the learning of returnee entrepreneurs on firm performance. The findings indicate that returnee entrepreneur experiential and vicarious learning boosts firm performance. However, firm age significantly weakens the impact of learning on firm performance. The results extend the existing literature by explicitly examining the impact of the interrelationship between two forms of learning and firm age.","Tech","University of Birmingham"
"Foreign competition, domestic competition and innovation in Chinese private high-tech new ventures","https://research.birmingham.ac.uk/en/publications/foreign-competition-domestic-competition-and-innovation-in-chines","Xia, T.; Liu, X.","1 Aug 2017","Competition plays an important role in creating conditions favourable to innovation. However, is this the case for all types of competition? While recognizing the importance of competition in innovation, we address this question by examining the impact of foreign and domestic competition on the innovation performance of private high-tech new ventures. We argue that the impact of foreign and domestic competition on the innovation performance of local private firms may vary, due to the different types of resource interdependence with their competitors and learning gained by private firms. To test these arguments, we conducted a multilevel analysis of 805 Chinese private high-tech firms over the period 2001–2007. Our findings suggest that foreign competition has a U-shaped relationship with the innovation performance of private firms, whereas competition from state-owned enterprises positively affects private firms’ innovation performance. Our study moves beyond the debate on whether competition increases or decreases innovation by unpacking the differential effects exerted by different types of competitors on the innovation performance of local private firms in the context of a transition economy.","Tech","University of Birmingham"
"Gaining legitimacy through proactive stakeholder management: the Experiences of high-tech women entrepreneurs in Russia","https://research.birmingham.ac.uk/en/publications/gaining-legitimacy-through-proactive-stakeholder-management-the-e","Vershinina, N.; Rodgers, P.; Khan, Z.; Tarba, S.; Stokes, P.","11 Jan 2019","In this article, we offer insights into the critical role played by stakeholder relationships for female-owned high-technology firms in their pursuit of the legitimacy they need to acquire the resources that, in turn, will lead to sustainable innovation and firm growth. By reporting the findings drawn from interviews conducted with Russian female business owners, we showcase how, being faced with the liabilities of smallness and newness—which are further exacerbated by gender-associated liabilities—these entrepreneurs develop strategies suited to assist their entrepreneurial ventures. Within the nascent high-technology global sphere, these female entrepreneurs develop legitimacy for their ventures abroad by accessing external international stakeholders, which leads them to securing much-needed financial and knowledge resources. In addition, their ties with international stakeholders enable them to gain legitimacy among internal Russian stakeholders, thus further enhancing the innovation and performance of their ventures. ","Tech","University of Birmingham"
"Foreign competition, domestic knowledge base and innovation activities: evidence from Chinese high-tech industries","https://research.birmingham.ac.uk/en/publications/foreign-competition-domestic-knowledge-base-and-innovation-activi","Liu, X.; Hodgkinson, I. R.; Chuang, F-M.","Mar 2014","Using panel data analysis for a sample of Chinese high-technology industries from 1998 to 2008, this study examines how industry characteristics affect industry innovation activities. Differing from existing studies, our research considers the impact of foreign competition on innovation activities at industry level in a large emerging economy. The results indicate that the intensity of competition from foreign invested enterprises (FIEs) and domestic skill intensity affect industry buy and make activities. Foreign competition is positively associated with the intensity of buy activity, but negatively affects the intensity of make activity. Further, the findings show that domestic skill intensity weakens the impact of foreign competitive pressure on innovation activities. Our empirical evidence has important policy implications. © 2013 Elsevier B.V. All rights reserved.","Tech","University of Birmingham"
"Towards agility in international high-tech SMEs: Exploring key drivers and main outcomes of dynamic capabilities","https://research.birmingham.ac.uk/en/publications/towards-agility-in-international-high-tech-smes-exploring-key-dri","Jafari-Sadeghi, V.; Amoozad Mahdiraji, H.; Busso, D.; Yahiaoui, D.","Jan 2022","In the era of digitalisation, agility is considered a crucial factor for the successful operations of small and medium businesses in the intricate international markets. That is, this research aims to explore and evaluate the drivers that foster agility in international high-tech small and medium-sized enterprises (SMEs). In this regard, building on dynamic capabilities, a total of nine capabilities have been identified that assist high-tech SMEs to become agile in their cross-border activities. Taking advantage of an expert-based method, we relied on Multi-Criteria Decision-Making (MCDM) approach to synthesise the opinion of six Italian international entrepreneurs (experts). In doing so, Grey DEcision-MAking Trial and Evaluation Laboratory (G-DEMATEL) method has been employed to investigate the cause-effect relationship between capabilities and propose conceptual frameworks for agility in international high-tech SMEs. This is followed by the DEMATEL based Analytical Network Process (DANP) to assess the importance and ranking of explored factors. Consequently, the research proposes several theoretical and practical contributions.","Tech","University of Birmingham"
"Generational differences in organizational leaders: an interpretive phenomenological analysis of work meaningfulness in the Nordic high-tech organizations","https://research.birmingham.ac.uk/en/publications/generational-differences-in-organizational-leaders-an-interpretiv","Arslan, A.; Ahokangas, P.; Haapanen, L.; Golgeci, I.; Tarba, S. Y.; Bazel-Shoham, O.","Jul 2022","This paper analyzes the influences of generational differences in organizational leaders (founders) on work meaningfulness dynamics in the high-tech sector. Based on a novel interpretative phenomenological analysis of five Finnish case firms, we found that generational differences between leaders concerning work meaningfulness visibly existed. The differences manifested themselves in the form of different views concerning material well-being, house ownership, freedom, teamwork, and the general approach to working life (being a co-owner and being an employee). At the same time, we found that issues like job security, temporary contracts, part-time work, and gig working needed to be seen more in-depth instead of assuming their generic negative influence on well-being and work meaningfulness. Finally, the findings reveal that change is the name of the game for many millennial and post-millennial high-tech workers, and they may not necessarily associate these aspects negatively with work meaningfulness.","Tech","University of Birmingham"
"The Impact of Organizational Culture Differences, Synergy Potential, and Autonomy Granted to the Acquired High-Tech Firms on the M&A Performance","https://research.birmingham.ac.uk/en/publications/the-impact-of-organizational-culture-differences-synergy-potentia","Tarba, S. Y.; Ahammad, M. F.; Junni, P.; Stokes, P.; Morag, O.","1 Jun 2019","The aim of the article is to examine the factors influencing the overall acquisition performance of the companies acquiring the high-tech firms. The data were gathered during 2007-2009 via a cross-sectional survey using a questionnaire on a sample of Israeli high-tech firms that were engaged in acquisitions. Given its global leading role in the high-tech sector, Israel constitutes an important site for the study of mergers in this industrial domain. The findings indicate that synergy potential (similarities and complementarities) between high-tech merging firms, effectiveness of post-acquisition integration, and organizational cultural differences positively influence the overall acquisition performance merging high-tech firms. Moreover, our findings suggest that organizational cultural differences moderate the relationship between effectiveness of post-acquisition integration and overall acquisition performance as such that positive effect of effectiveness of post-acquisition integration is higher when organizational differences are higher. Our findings indicate that organizational cultural differences also positively moderate the relationship between autonomy granted and the overall acquisition performance. An important contribution of the present article is the development of a conceptual framework incorporating the direct and moderating effect of organizational cultural differences and autonomy granted on the overall performance of acquisition.","Tech","University of Birmingham"
"Who you are and what you do: the role of entrepreneurial human capital in the demand and supply of external finance of high tech start ups","https://research.birmingham.ac.uk/en/publications/who-you-are-and-what-you-do-the-role-of-entrepreneurial-human-cap","Ganotakis, P.; Oakley, R.; Groen, A.; van der Sijde, P.; Cook, G.","1 Jan 2010","None","Tech","University of Birmingham"
"Highly Intelligent, Well-Connected, and Mobile - The Perfect Assistant? Media-tech 2003, on-line conference, Aug 2003.  http://www.mediatech-2003.com/Full paper only available to registered attendees","https://research.birmingham.ac.uk/en/publications/highly-intelligent-well-connected-and-mobile-the-perfect-assistan","Beale, R.","1 Jan 2003","None","Tech","University of Birmingham"
"Trying to find people to fit the tech…”: a qualitative exploration of the lessons learnt introducing Artificial Intelligence-based technology into English social care","https://research.birmingham.ac.uk/en/publications/trying-to-find-people-to-fit-the-tech-a-qualitative-exploration-o","Litchfield, I.; Glasby, J.; Parkinson, S.; Hocking, L.; Tanner, D.; Roe, B.; Bousfield, J.","16 May 2023","Digital technology is expected to improve care and address significant service pressures within the National Health Service and social care though evidence on how their implementation might be optimised is lacking. This study explores how one such example, home-based sensors with artificial intelligence capabilities, was implemented in English social care to identify changes in behaviour that indicate the onset of potentially more serious issues. Its focus was staff perspectives on decision-making processes and implementation, to inform recommendations for others exploring the potential of new and emerging technology. Qualitative data were collected from 18 semistructured interviews conducted across three sites delivering social care, with senior decision makers, operational leads, and care staff. We identified several issues with the selection process and implementation of AI-based technology in social care, including a lack of consensus around what success would look like, problems identifying and evaluating alternatives, and technical challenges to implementation, as well as obstacles to developing a longer-term, more preventative approach in a system experienced as focused on responding to acute needs. Ultimately, the research confirmed a number of recognised implementation challenges associated with training, resource, and acceptability to staff and patients. It added particular insights around the anxieties experienced by frontline staff and the cultural shift required of preventative interventions in a system geared to meeting acute crises. That many barriers are familiar suggests a particular need to focus on helping policymakers/local leaders avoid similar pitfalls in the future.","Tech","University of Birmingham"
"Formative Analysis of Aging in Place: Implications for the Design of Caregiver Robots","https://research.birmingham.ac.uk/en/publications/formative-analysis-of-aging-in-place-implications-for-the-design-","Jones, K. S.; Cherry, B.; Harris, D. J.; Sridharan, M.","28 Sept 2017","None","Tech","University of Birmingham"
"Hydrogen bond regulated platelet micelles by crystallization-driven self-assembly and templated growth for poly(ε-caprolactone) block copolymers","https://research.birmingham.ac.uk/en/publications/hydrogen-bond-regulated-platelet-micelles-by-crystallization-driv","Su, Y.; Jiang, Y.; Liu, L.; Xie, Y.; Chen, S.; Wang, Y.; O'Reilly, R.; Tong, Z.","8 Feb 2022","Living crystallization-driven self-assembly (CDSA) is a powerful approach to tailor nanoparticles with controlled size and spatially defined compositions from amphiphilic crystalline block copolymers (BCPs). However, a variety of external constraints usually make the successful applications of living CDSA difficult. Herein, such constraints arising from strong hydrogen-bond (H-bond) interactions between unimers that lead to the failure of living CDSA are effectively overcome via reduction of the H-bond strength. In particular, by adding a H-bond disruptor trifluoroethanol (TFE), decreasing the unimer concentration, and reducing the corona segment length, the H-bond strength between unimers could be efficiently alleviated, leading to the formation of uniform two-dimensional (2D) platelets with controlled size and block comicelles with spatially defined corona chemistries. Moreover, by selectively anchoring one-dimensional (1D) seeds on the surface of as-prepared 2D block comicelles through H-bond interaction, the epitaxial growth of a crystalline BCP from immobilized 1D seeds on 2D platelets illustrates competitive growth behavior in a spatially confined environment.","Tech","University of Birmingham"
"Analytical nanoscience","https://research.birmingham.ac.uk/en/publications/analytical-nanoscience","Algar, W. R.; Albrecht, T.; Faulds, K.; Zhu, J-J.","7 Mar 2022","None","Tech","University of Birmingham"
"Nanomaterials: Advances in Biomedical and Environmental Applications","https://research.birmingham.ac.uk/en/publications/nanomaterials-advances-in-biomedical-and-environmental-applicatio","Nandyala, S.","2017","None","Tech","University of Birmingham"
"DOROTHY: Enhancing Bidirectional Communication between a 3D Programming Interface and Mobile Robots","https://research.birmingham.ac.uk/en/publications/dorothy-enhancing-bidirectional-communication-between-a-3d-progra","Featherston, E.; Sridharan, M.; Urban, S.; Urban, J.","28 Jul 2014","Dorothy is an integrated 3D/robotics educational tool created by augmenting the Alice programming environment for teaching core computing skills to students without prior programming experience. The tool provides a drag and drop interface to create graphical routines in virtual worlds; these routines are automatically translated into code to provide a real-time or offline enactment on mobile robots in the real world. This paper summarizes the key capabilities ofDorothy, and describes the contributions made to: (a) enhance the bidirectional communication between the virtual interface and robots; and (b) support multirobot collaboration. Specifically, we describe the ability to automatically revise the virtual world based on sensor data obtained from robots, creatingor deleting objects in the virtual world based on their observed presence or absence in the real world. Furthermore, we describe the use of visually observed behavior of teammates for collaboration between robots when they cannot communicate with each other. Dorothy thus helps illustrate sophisticatedalgorithms for fundamental challenges in robotics and AI to teach advanced computing concepts, and to emphasize the importance of computing in real world applications, to beginning programmers.","Tech","University of Birmingham"
"Lifestyle practices and pro-environmental technology","https://research.birmingham.ac.uk/en/publications/lifestyle-practices-and-pro-environmental-technology","Axsen, J.; TyreeHageman, J.; Lentz, A.","1 Oct 2012","We explore sociological concepts of lifestyle practices as they relate to sustainable consumption. Specifically, we investigate how and why consumers may transition toward adopting and using new pro-environmental technologies (PETs), namely electric vehicles, solar panels, and a green electricity program. We build a conceptual framework from lifestyle theory, where lifestyle is defined as a grouping of related practices that can reflect and inform the consumer's self-concept (or identity). We apply this framework using a novel quantitative survey method, implemented with a representative sample of 711 San Diego households. Through factor analysis, we identify engagement in pro-environmental practices as independent of engagement in other lifestyle types. We then group respondents into five clusters based on lifestyle engagement, attitudes and openness to lifestyle change (liminality). The three clusters with green attitudes (""greens"") vary substantially by interest in PETs. ""Engaged"" and ""aspiring"" greens are attracted to all three PETs, while ""low-tech"" greens report mild interest in green electricity only. Non-green ""techies"" only report interest in solar panels, while ""traditionalists"" report uniformly low PET interest. Results demonstrate the relevance of lifestyle theory, and provide a unique, empirical application that can improve understandings of opportunities and barriers to sustainable consumption.","Tech","University of Birmingham"
"Do incentives matter to promote high technology-driven entrepreneurial activity?","https://research.birmingham.ac.uk/en/publications/do-incentives-matter-to-promote-high-technology-driven-entreprene","Vendrell-Herrero, F.; Gonzalez Pernia, J. L.; Peña- Legazkue, I.","Mar 2014","A productive human capital is a necessary but not sufficient condition for regional economic growth. An additional condition is the adequate allocation of talented people in innovative entrepreneurial activities, which according to previous literature have a higher social value than traditional ones. Using a large and representative sample of small and medium enterprises (SMEs) located in the Basque Autonomous Community (Spain), we empirically analyze, separately in manufacture and services, whether individual incentives and market conditions are aligned in such a way that the talent is properly allocated in innovative entrepreneurial activities. Through a novel use of existing empirical methods we find that (i) entrepreneurs operating in high-tech sectors have, on average, more entrepreneurial talent and private returns than their counterparts; and that (ii) entrepreneurial talent and private returns are positively and significantly correlated. These novel insights suggest that private and social incentives are adequately aligned.","Tech","University of Birmingham"
"The vulnerability of quasi-professional experts: a study of the changing character of US airline pilots work","https://research.birmingham.ac.uk/en/publications/the-vulnerability-of-quasi-professional-experts-a-study-of-the-ch","Fraher, A. L.","4 Oct 2016","This article contributes to ‘sociology of professions’ theory through the study of changes that occurred in US airline pilots’ work. Findings reveal that airline pilots are quasi-professional experts who developed specialized skills based on talent and experience which allowed them to work autonomously and enjoy a correspondingly high sense of trust and prestige for which they were often well compensated. However, results of this study suggest high labour costs and weak professional communities leave quasi-professional experts vulnerable to managerial cost-cutting and work intensification agendas, particularly during periods of merger, downsizing and other forms of industry restructuring. Findings signal a deprofessionalization of some elite fields in which experts’ specialized skills become devalued and the industry-specific nature of their expertise reduces career options and job mobility. Although the present study identifies this trend in aviation, recent changes in a wide range of industries from healthcare to high-tech portend applicability in a variety of domains.","Tech","University of Birmingham"
"Interfacial heat transfer coefficients for die casting of Al","https://research.birmingham.ac.uk/en/publications/interfacial-heat-transfer-coefficients-for-die-casting-of-al","Griffiths, W.; Hallam, CP.; Kawai, K.","1 Jan 2004","None","Tech","University of Birmingham"
"Formative Work Analysis to Design Caregiver Robots","https://research.birmingham.ac.uk/en/publications/formative-work-analysis-to-design-caregiver-robots","Jones, K. S.; Cherry, B.; Sridharan, M.","2 Mar 2015","This paper describes recent developments in a research project that seeks to explore and describe how caregiving robots should function by analyzing caregiving in elders' homes, creating a detailed account of current elder care practices, and translating this account into design recommendations for caregiving robots.","Tech","University of Birmingham"
"Particle mobility size spectrometers: harmonisation of technical standards and data structure to facilitate high quality long-term observations of atmospheric particle number size distributions","https://research.birmingham.ac.uk/en/publications/particle-mobility-size-spectrometers-harmonisation-of-technical-s"," & 13 others; Roldin, P.; Williams, P.; Quincey, P.; Huglin, C.; Fierz-Schmidhauser, R.; Gysel, M.; Weingartner, E.; Riccobono, F.; Santos, S.; Gruning, C.; Faloon, K.; Beddows, D.; Harrison, R.","1 Jan 2010","None","Tech","University of Birmingham"
"Plasma cell output from germinal centers is regulated by signals from Tfh and stromal cells","https://research.birmingham.ac.uk/en/publications/plasma-cell-output-from-germinal-centers-is-regulated-by-signals-","Zhang, Y.; Tech, L.; George, L. A.; Acs, A.; Durrett, R. E.; Hess, H.; Walker, L. S. K.; Tarlinton, D. M.; Fletcher, A. L.; Hauser, A. E.; Toellner, K-M.","2 Apr 2018","Germinal centers (GCs) are the sites where B cells undergo affinity maturation. The regulation of cellular output from the GC is not well understood. Here, we show that from the earliest stages of the GC response, plasmablasts emerge at the GC-T zone interface (GTI). We define two main factors that regulate this process: Tfh-derived IL-21, which supports production of plasmablasts from the GC, and TNFSF13 (APRIL), which is produced by a population of podoplanin+ CD157high fibroblastic reticular cells located in the GTI that are also rich in message for IL-6 and chemokines CXCL12, CCL19, and CCL21. Plasmablasts in the GTI express the APRIL receptor TNFRSF13B (TACI), and blocking TACI interactions specifically reduces the numbers of plasmablasts appearing in the GTI. Plasma cells generated in the GTI may provide an early source of affinity-matured antibodies that may neutralize pathogens or provide feedback regulating GC B cell selection.","Tech","University of Birmingham"
"Benefit from market knowledge: Failure analysis capability and venture goal progress in a turbulent environment","https://research.birmingham.ac.uk/en/publications/benefit-from-market-knowledge-failure-analysis-capability-and-ven","Li, X.; Shui, X.; Zhang, M.; Wang, X.; Wang, C.","Aug 2023","Drawing on the dynamic capabilities view, this study investigates the role of failure analysis capability in affecting venture goal progress in the technologically turbulent environment in which entrepreneurial failures are commonplace. Combining a three-wave time-lagged questionnaire survey (Study 1) with a qualitative interview (Study 2) on high-tech entrepreneurial ventures in China, we conclude that technological turbulence weakens the positive association between failure analysis capability and venture goal progress. However, the market knowledge depth of new ventures can be applied to mitigate the negative moderating effect of technological turbulence on the failure analysis capability-venture goal progress association. Theoretical and practical implications are derived from the above findings to guide future research.","Tech","University of Birmingham"
"Bridging knowledge gaps:  returnees and reverse knowledge spillovers from Chinese local firms to foreign firms","https://research.birmingham.ac.uk/en/publications/bridging-knowledge-gaps-returnees-and-reverse-knowledge-spillover","Liu, X.; Lu, J.; Choi, S.","Apr 2014","Adopting a knowledge-based perspective and embeddedness theory, this study examines the impact of reverse knowledge spillovers from local Chinese firms to foreign firms using a sample of high-tech firms in Zhongguancun Science Park in China. It also investigates whether returnees in foreign firms help bridge knowledge gaps between local firms and foreign firms. The results show that the presence of returnee CEOs and returnee employees enhances the impact of reverse technological and marketing spillovers on the innovation and financial performance of foreign firms. The findings call for more studies on the social dimensions of knowledge spillovers across international boundaries and have important theoretical and practical implications.","Tech","University of Birmingham"
"GM-CSF therapy in human caspase recruitment domain–containing protein 9 deficiency","https://research.birmingham.ac.uk/en/publications/gm-csf-therapy-in-human-caspase-recruitment-domaincontaining-prot","Drummond, R. A.; Zahra, F. T.; Natarajan, M.; Swamydas, M.; Hsu, A. P.; Wheat, L. J.; Gavino, C.; Vinh, D. C.; Holland, S. M.; Mikelis, C. M.; Lionakis, M. S.","Oct 2018","None","Tech","University of Birmingham"
"Perturbational Imaging of Molecules with the Scanning Tunneling Microscope","https://research.birmingham.ac.uk/en/publications/perturbational-imaging-of-molecules-with-the-scanning-tunneling-m-3","Ding, H.; Gao, J.; Zhao, H.; Xia, C.; Grose, M.; Li, F-S.; Guo, Q.","2020","None","Tech","University of Birmingham"
"Integrating probabilistic graphical models and declarative programming for knowledge representation and reasoning in robotics","https://research.birmingham.ac.uk/en/publications/integrating-probabilistic-graphical-models-and-declarative-progra","Zhang, S.; Sridharan, M.; Gelfond, M.","2014","This paper describes an architecture that combines the complementary strengths of declarative programming and probabilistic graphical models to enable robots to represent, reason with, and learn from, qualitative and quantitative descriptions of uncertainty and knowledge. An action language is used for the low-level (LL) and high-level (HL) system descriptions in the architecture, and the definition of recorded histories in the HL is expanded to allow prioritized defaults. For any given goal, tentative plans created in the HL using default knowledge and commonsense reasoning are implemented in the LL using probabilistic algorithms, with the corresponding observations used to update the HL history. Tight coupling between the two levels enables automatic selection of relevant variables and generation of suitable action policies in the LL for each HL action, and supports reasoning with violation of defaults, noisy observations and unreliable actions in large and complex domains. The architecture is evaluated in simulation and on physical robots moving objects to specific places in indoor domains; the benefit on robots is a reduction in task execution time of 39% compared with a purely probabilistic, but still hierarchical, approach. ","Tech","University of Birmingham"
"Evaluating the Impact of a Quiz Question within an Educational Video","https://research.birmingham.ac.uk/en/publications/evaluating-the-impact-of-a-quiz-question-within-an-educational-vi","Blackmore-Wright, J.; Rice, P.; Beeson, P.","2019","Educational videos are becoming more prevalent within a higher education context and the use of videos is now taken for granted. However, the full impact videos have on learning is under researched and not fully known. This study was conducted to investigate the effectiveness of quiz questions embedded throughout a video. Students from different modules (n1 = 102, n2 = 23) watched three different formats of videos and subsequent results of a multiple choice test were recorded and compared. In addition, viewing behaviour was recorded and explored to evaluate if this also impacted upon results. Results highlighted, that the performance on tests significantly improved after watching the video with embedded quiz questions throughout. Contrary to the test scores, students’ perceptions did not identify any differences, however students’ qualitative comments showed overwhelming support for quizzes embedded throughout a video. Implications on professional practice and further research to build upon this study are discussed.","Tech","University of Birmingham"
